"Duration","Start.date","End.date","Start.Station","End.Station","Bike.","Subscription.Type","newDate","count","monthYear"
"0h 7m 29s","11/14/2012 14:23","11/14/2012 14:31","N Adams St & Lee Hwy","Rosslyn Metro / Wilson Blvd & Ft Myer Dr","W01474","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 10m 45s","11/14/2012 14:23","11/14/2012 14:34","D St & Maryland Ave NE","14th & D St SE","W01045","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 25m 14s","11/14/2012 14:23","11/14/2012 14:48","Smithsonian / Jefferson Dr & 12th St SW","4th & East Capitol St NE","W01264","Casual",2012-11-14 14:00:00,1,"2012-11"
"0h 7m 46s","11/14/2012 14:22","11/14/2012 14:30","14th & D St NW / Ronald Reagan Building","US Dept of State / Virginia Ave & 21st St NW","w00059","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 25m 32s","11/14/2012 14:23","11/14/2012 14:48","Smithsonian / Jefferson Dr & 12th St SW","4th & East Capitol St NE","W00009","Casual",2012-11-14 14:00:00,1,"2012-11"
"0h 22m 12s","11/14/2012 14:22","11/14/2012 14:44","20th St & Florida Ave NW","Jefferson Dr & 14th St SW","W00450","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 22m 52s","11/14/2012 14:22","11/14/2012 14:44","Idaho Ave & Newark St NW [on 2nd District patio]","Metro Center / 12th & G St NW","W00083","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 13m 8s","11/14/2012 14:21","11/14/2012 14:34","4th & M St SW","3rd & D St SE","W00938","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 21m 56s","11/14/2012 14:21","11/14/2012 14:43","4th & M St SW","4th & E St SW","W00846","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 14m 35s","11/14/2012 14:21","11/14/2012 14:35","5th & F St NW","17th & K St NW / Farragut Square","W00203","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 19m 5s","11/14/2012 14:20","11/14/2012 14:39","17th & Rhode Island Ave NW","7th & T St NW","W01315","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 6m 23s","11/14/2012 14:20","11/14/2012 14:26","14th & V St NW","Adams Mill & Columbia Rd NW","W00696","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 4m 44s","11/14/2012 14:19","11/14/2012 14:24","Massachusetts Ave & Dupont Circle NW","New Hampshire Ave & T St NW [formerly 16th & U St NW]","W01021","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 6m 14s","11/14/2012 14:19","11/14/2012 14:25","12th & Army Navy Dr","S Joyce & Army Navy Dr","W01217","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 20m 23s","11/14/2012 14:18","11/14/2012 14:38","14th St Heights / 14th & Crittenden St NW","37th & O St NW / Georgetown University","W00050","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 12m 37s","11/14/2012 14:17","11/14/2012 14:30","Eckington Pl & Q St NE","14th & Rhode Island Ave NW","W00666","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 7m 7s","11/14/2012 14:16","11/14/2012 14:24","Smithsonian / Jefferson Dr & 12th St SW","Metro Center / 12th & G St NW","W00591","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 7m 21s","11/14/2012 14:16","11/14/2012 14:24","20th St & Florida Ave NW","7th & T St NW","W00207","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 3m 36s","11/14/2012 14:16","11/14/2012 14:20","25th St & Pennsylvania Ave NW","21st & M St NW","W20091","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 6m 14s","11/14/2012 14:15","11/14/2012 14:22","17th & Rhode Island Ave NW","25th St & Pennsylvania Ave NW","W00978","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 3m 20s","11/14/2012 14:15","11/14/2012 14:19","22nd & I St NW / Foggy Bottom","US Dept of State / Virginia Ave & 21st St NW","W20057","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 12m 15s","11/14/2012 14:15","11/14/2012 14:27","20th & E St NW","18th & M St NW","W00272","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 16m 52s","11/14/2012 14:14","11/14/2012 14:31","5th St & K St NW","7th & T St NW","W20032","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 1m 47s","11/14/2012 14:14","11/14/2012 14:16","Metro Center / 12th & G St NW","10th & E St NW","W01283","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 15m 32s","11/14/2012 14:14","11/14/2012 14:29","Tenleytown / Wisconsin Ave & Albemarle St NW","39th & Calvert St NW / Stoddert","W01121","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 4m 32s","11/14/2012 14:13","11/14/2012 14:17","7th & T St NW","14th & R St NW","W01465","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 9m 10s","11/14/2012 14:12","11/14/2012 14:21","12th & L St NW","19th & K St NW","W01148","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 15m 26s","11/14/2012 14:12","11/14/2012 14:28","Jefferson Dr & 14th St SW","4th & D St NW / Judiciary Square","W01043","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 5m 30s","11/14/2012 14:12","11/14/2012 14:17","17th & K St NW [formerly 17th & L St NW]","19th & E Street NW","W00786","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 2m 25s","11/14/2012 14:12","11/14/2012 14:14","19th & K St NW","18th & M St NW","W01327","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 2m 51s","11/14/2012 14:12","11/14/2012 14:14","New Hampshire Ave & T St NW [formerly 16th & U St NW]","California St & Florida Ave NW","W20065","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 5m 29s","11/14/2012 14:12","11/14/2012 14:17","Potomac Ave & 35th St S","20th & Crystal Dr","W20132","Casual",2012-11-14 14:00:00,1,"2012-11"
"0h 8m 39s","11/14/2012 14:11","11/14/2012 14:20","19th St & Pennsylvania Ave NW","10th St & Constitution Ave NW","W20974","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 10m 35s","11/14/2012 14:11","11/14/2012 14:21","24th & N St NW","US Dept of State / Virginia Ave & 21st St NW","W00619","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 4m 30s","11/14/2012 14:11","11/14/2012 14:15","26th & Crystal Dr","Crystal City Metro / 18th & Bell St","W20123","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 10m 48s","11/14/2012 14:11","11/14/2012 14:21","18th St & Pennsylvania Ave NW","8th & F St NW / National Portrait Gallery","W00763","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 11m 45s","11/14/2012 14:11","11/14/2012 14:22","6th & H St NE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W01416","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 11m 56s","11/14/2012 14:11","11/14/2012 14:22","6th & H St NE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W00127","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 12m 34s","11/14/2012 14:10","11/14/2012 14:23","22nd & I St NW / Foggy Bottom","10th & E St NW","W00824","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 35m 44s","11/14/2012 14:11","11/14/2012 14:47","8th & F St NW / National Portrait Gallery","Jefferson Memorial","W01094","Casual",2012-11-14 14:00:00,1,"2012-11"
"0h 5m 21s","11/14/2012 14:10","11/14/2012 14:15","24th & N St NW","22nd & I St NW / Foggy Bottom","W00108","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 3m 40s","11/14/2012 14:09","11/14/2012 14:13","8th & H St NW","Metro Center / 12th & G St NW","W01308","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 6m 52s","11/14/2012 14:09","11/14/2012 14:16","California St & Florida Ave NW","Lamont & Mt Pleasant NW","W01084","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 10m 24s","11/14/2012 14:09","11/14/2012 14:19","17th & K St NW [formerly 17th & L St NW]","18th & M St NW","W00496","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 9m 36s","11/14/2012 14:09","11/14/2012 14:18","Massachusetts Ave & Dupont Circle NW","14th & V St NW","W00252","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 21m 51s","11/14/2012 14:08","11/14/2012 14:30","21st & I St NW","11th & Kenyon St NW","W00347","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"1h 21m 14s","11/14/2012 14:10","11/14/2012 15:31","14th & D St NW / Ronald Reagan Building","10th St & Constitution Ave NW","W00276","Casual",2012-11-14 14:00:00,1,"2012-11"
"0h 14m 5s","11/14/2012 14:09","11/14/2012 14:23","19th St & Constitution Ave NW","19th St & Constitution Ave NW","W01151","Casual",2012-11-14 14:00:00,1,"2012-11"
"0h 3m 57s","11/14/2012 14:07","11/14/2012 14:11","21st & M St NW","18th & M St NW","W00126","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 4m 52s","11/14/2012 14:07","11/14/2012 14:12","13th & H St NE","Lincoln Park / 13th & East Capitol St NE ","W00525","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 1m 9s","11/14/2012 14:07","11/14/2012 14:08","22nd & I St NW / Foggy Bottom","21st & I St NW","W00781","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 16m 7s","11/14/2012 14:07","11/14/2012 14:23","14th & D St NW / Ronald Reagan Building","Lynn & 19th St North","W00062","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 5m 15s","11/14/2012 14:07","11/14/2012 14:12","16th & Harvard St NW","17th & Corcoran St NW","W00905","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 7m 6s","11/14/2012 14:07","11/14/2012 14:14","New Hampshire Ave & T St NW [formerly 16th & U St NW]","10th & U St NW","W20048","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 5m 30s","11/14/2012 14:07","11/14/2012 14:12","Jefferson Memorial","Jefferson Dr & 14th St SW","W01043","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 9m 39s","11/14/2012 14:06","11/14/2012 14:16","8th & F St NW / National Portrait Gallery","Florida Ave & R St NW","W20147","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 5m 13s","11/14/2012 14:06","11/14/2012 14:11","17th & Corcoran St NW","17th & Rhode Island Ave NW","W00872","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 13m 35s","11/14/2012 14:06","11/14/2012 14:19","New Hampshire Ave & T St NW [formerly 16th & U St NW]","8th & F St NW / National Portrait Gallery","W20149","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 5m 17s","11/14/2012 14:05","11/14/2012 14:11","Crystal City Metro / 18th & Bell St","Pentagon City Metro / 12th & Hayes St","W00095","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 7m 19s","11/14/2012 14:05","11/14/2012 14:12","22nd & I St NW / Foggy Bottom","Massachusetts Ave & Dupont Circle NW","W00404","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 4m 31s","11/14/2012 14:05","11/14/2012 14:09","Columbia Rd & Georgia Ave NW","7th & T St NW","W00164","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 5m 43s","11/14/2012 14:04","11/14/2012 14:10","5th & F St NW","14th & D St NW / Ronald Reagan Building","W00989","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 5m 50s","11/14/2012 14:05","11/14/2012 14:10","10th St & Constitution Ave NW","Metro Center / 12th & G St NW","W00852","Casual",2012-11-14 14:00:00,1,"2012-11"
"0h 10m 33s","11/14/2012 14:03","11/14/2012 14:13","US Dept of State / Virginia Ave & 21st St NW","Massachusetts Ave & Dupont Circle NW","W01445","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 5m 21s","11/14/2012 14:03","11/14/2012 14:08","Smithsonian / Jefferson Dr & 12th St SW","Maryland & Independence Ave SW","W00803","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 19m 48s","11/14/2012 14:03","11/14/2012 14:23","1st & Washington Hospital Center NW","New Hampshire Ave & T St NW [formerly 16th & U St NW]","W20069","Casual",2012-11-14 14:00:00,1,"2012-11"
"0h 5m 49s","11/14/2012 14:02","11/14/2012 14:08","19th St & Pennsylvania Ave NW","Massachusetts Ave & Dupont Circle NW","W01021","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 9m 49s","11/14/2012 14:02","11/14/2012 14:12","21st & I St NW","15th & P St NW","W01398","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 12m 17s","11/14/2012 14:02","11/14/2012 14:15","Jefferson Dr & 14th St SW","18th St & Pennsylvania Ave NW","W20959","Casual",2012-11-14 14:00:00,1,"2012-11"
"0h 6m 46s","11/14/2012 14:02","11/14/2012 14:09","18th St & Pennsylvania Ave NW","Metro Center / 12th & G St NW","W00922","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 26m 2s","11/14/2012 14:01","11/14/2012 14:27","Jefferson Dr & 14th St SW","Lincoln Memorial","W01379","Casual",2012-11-14 14:00:00,1,"2012-11"
"0h 26m 4s","11/14/2012 14:01","11/14/2012 14:27","Jefferson Dr & 14th St SW","Lincoln Memorial","W01402","Casual",2012-11-14 14:00:00,1,"2012-11"
"0h 8m 16s","11/14/2012 14:01","11/14/2012 14:09","19th & East Capitol St SE","4th & East Capitol St NE","W20969","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 7m 37s","11/14/2012 14:00","11/14/2012 14:08","Massachusetts Ave & Dupont Circle NW","20th St & Florida Ave NW","W00651","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 6m 47s","11/14/2012 14:00","11/14/2012 14:07","14th & Rhode Island Ave NW","14th & G St NW","W00873","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 3m 1s","11/14/2012 14:00","11/14/2012 14:03","20th St & Florida Ave NW","Massachusetts Ave & Dupont Circle NW","W01336","Subscriber",2012-11-14 14:00:00,1,"2012-11"
"0h 15m 0s","11/14/2012 13:59","11/14/2012 14:14","20th & O St NW / Dupont South","13th St & New York Ave NW","W00674","Casual",2012-11-14 13:00:00,1,"2012-11"
"0h 5m 25s","11/14/2012 13:59","11/14/2012 14:04","18th St & Pennsylvania Ave NW","25th St & Pennsylvania Ave NW","W00363","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 15m 38s","11/14/2012 13:59","11/14/2012 14:14","20th & O St NW / Dupont South","13th St & New York Ave NW","W20940","Casual",2012-11-14 13:00:00,1,"2012-11"
"0h 2m 17s","11/14/2012 13:58","11/14/2012 14:01","12th & L St NW","13th St & New York Ave NW","W00695","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 13m 49s","11/14/2012 13:58","11/14/2012 14:12","8th & F St NW / National Portrait Gallery","4th & M St SW","W00846","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 8m 11s","11/14/2012 13:58","11/14/2012 14:07","Eastern Market Metro / Pennsylvania Ave & 7th St SE","Columbus Circle / Union Station","W00623","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 7m 27s","11/14/2012 13:58","11/14/2012 14:05","13th St & New York Ave NW","18th & M St NW","W00057","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 6m 21s","11/14/2012 13:58","11/14/2012 14:04","11th & H St NE","Columbus Circle / Union Station","W00156","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 7m 17s","11/14/2012 13:58","11/14/2012 14:05","US Dept of State / Virginia Ave & 21st St NW","19th & L St NW","W01149","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 11m 41s","11/14/2012 13:57","11/14/2012 14:09","5th & F St NW","14th & Rhode Island Ave NW","W00884","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 8m 20s","11/14/2012 13:56","11/14/2012 14:05","19th St & Pennsylvania Ave NW","Metro Center / 12th & G St NW","W00178","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 5m 6s","11/14/2012 13:56","11/14/2012 14:01","18th & M St NW","17th & K St NW / Farragut Square","W00811","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 8m 41s","11/14/2012 13:56","11/14/2012 14:04","7th & R St NW / Shaw Library","8th & F St NW / National Portrait Gallery","W00514","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 5m 2s","11/14/2012 13:54","11/14/2012 13:59","11th & H St NE","Columbus Circle / Union Station","W01328","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 3m 14s","11/14/2012 13:54","11/14/2012 13:58","N Adams St & Lee Hwy","N Veitch  & 20th St N","W01003","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 15m 46s","11/14/2012 13:53","11/14/2012 14:09","8th & F St NW / National Portrait Gallery","25th St & Pennsylvania Ave NW","W20002","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 4m 59s","11/14/2012 13:53","11/14/2012 13:58","14th & D St SE","Lincoln Park / 13th & East Capitol St NE ","W01108","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 7m 19s","11/14/2012 13:53","11/14/2012 14:00","13th St & New York Ave NW","17th & Rhode Island Ave NW","W00123","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 6m 31s","11/14/2012 13:52","11/14/2012 13:59","19th St & Pennsylvania Ave NW","13th St & New York Ave NW","W00909","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 5m 1s","11/14/2012 13:52","11/14/2012 13:57","McPherson Square - 14th & H St NW","8th & H St NW","W01036","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"1h 4m 0s","11/14/2012 13:52","11/14/2012 14:56","Calvert St & Woodley Pl NW","Lincoln Memorial","W00663","Casual",2012-11-14 13:00:00,1,"2012-11"
"0h 18m 9s","11/14/2012 13:52","11/14/2012 14:10","McPherson Square - 14th & H St NW","Bladensburg Rd & Benning Rd NE","W00970","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"1h 19m 32s","11/14/2012 13:53","11/14/2012 15:12","Jefferson Dr & 14th St SW","Jefferson Dr & 14th St SW","W01341","Casual",2012-11-14 13:00:00,1,"2012-11"
"1h 4m 12s","11/14/2012 13:52","11/14/2012 14:56","Calvert St & Woodley Pl NW","Lincoln Memorial","W00894","Casual",2012-11-14 13:00:00,1,"2012-11"
"0h 5m 26s","11/14/2012 13:51","11/14/2012 13:57","18th & M St NW","14th & Rhode Island Ave NW","W00873","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 19m 22s","11/14/2012 13:52","11/14/2012 14:11","Lynn & 19th St North","New Hampshire Ave & T St NW [formerly 16th & U St NW]","W01362","Casual",2012-11-14 13:00:00,1,"2012-11"
"1h 19m 48s","11/14/2012 13:52","11/14/2012 15:12","Jefferson Dr & 14th St SW","Jefferson Dr & 14th St SW","W00571","Casual",2012-11-14 13:00:00,1,"2012-11"
"0h 0m 28s","11/14/2012 13:50","11/14/2012 13:51","Park Rd & Holmead Pl NW","Park Rd & Holmead Pl NW","W01223","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 22m 41s","11/14/2012 13:50","11/14/2012 14:13","14th & V St NW","US Dept of State / Virginia Ave & 21st St NW","W00667","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 16m 39s","11/14/2012 13:51","11/14/2012 14:08","Massachusetts Ave & Dupont Circle NW","37th & O St NW / Georgetown University","W00357","Casual",2012-11-14 13:00:00,1,"2012-11"
"0h 14m 13s","11/14/2012 13:50","11/14/2012 14:04","Calvert St & Woodley Pl NW","14th St & Spring Rd NW","W00790","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 16m 33s","11/14/2012 13:50","11/14/2012 14:06","12th & Army Navy Dr","Jefferson Memorial","W01043","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 4m 33s","11/14/2012 13:49","11/14/2012 13:53","19th St & Pennsylvania Ave NW","25th St & Pennsylvania Ave NW","W20091","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 6m 42s","11/14/2012 13:48","11/14/2012 13:55","California St & Florida Ave NW","15th & P St NW","W01165","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 13m 10s","11/14/2012 13:48","11/14/2012 14:01","15th & K St NW","California St & Florida Ave NW","W01084","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 1m 42s","11/14/2012 13:47","11/14/2012 13:49","3rd & H St NE","Columbus Circle / Union Station","W20031","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 2m 21s","11/14/2012 13:47","11/14/2012 13:49","24th & N St NW","25th St & Pennsylvania Ave NW","W00028","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 12m 23s","11/14/2012 13:46","11/14/2012 13:58","Jefferson Dr & 14th St SW","10th St & Constitution Ave NW","W00852","Casual",2012-11-14 13:00:00,1,"2012-11"
"0h 3m 15s","11/14/2012 13:46","11/14/2012 13:49","10th & E St NW","5th & F St NW","W01143","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 6m 11s","11/14/2012 13:45","11/14/2012 13:52","Calvert St & Woodley Pl NW","California St & Florida Ave NW","W00439","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 14m 7s","11/14/2012 13:45","11/14/2012 13:59","Massachusetts Ave & Dupont Circle NW","5th St & K St NW","W00378","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 17m 14s","11/14/2012 13:45","11/14/2012 14:02","8th & F St NW / National Portrait Gallery","Georgetown Harbor / 30th St NW","W00484","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 14m 20s","11/14/2012 13:45","11/14/2012 13:59","19th St & Pennsylvania Ave NW","17th & Rhode Island Ave NW","W01364","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 8m 46s","11/14/2012 13:45","11/14/2012 13:53","8th & H St NW","USDA / 12th & Independence Ave SW","W01321","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 12m 45s","11/14/2012 13:44","11/14/2012 13:57","M St & Pennsylvania Ave NW","McPherson Square - 14th & H St NW","W20102","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 15m 20s","11/14/2012 13:45","11/14/2012 14:01","Jefferson Memorial","Jefferson Dr & 14th St SW","W01379","Casual",2012-11-14 13:00:00,1,"2012-11"
"0h 15m 49s","11/14/2012 13:45","11/14/2012 14:01","Jefferson Memorial","Jefferson Dr & 14th St SW","W01402","Casual",2012-11-14 13:00:00,1,"2012-11"
"0h 12m 4s","11/14/2012 13:44","11/14/2012 13:56","Lynn & 19th St North","22nd & I St NW / Foggy Bottom","W00404","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 6m 28s","11/14/2012 13:43","11/14/2012 13:50","4th & M St SW","L'Enfant Plaza / 7th & C St SW","W00106","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 5m 3s","11/14/2012 13:43","11/14/2012 13:48","19th St & Pennsylvania Ave NW","18th & M St NW","W00405","Subscriber",2012-11-14 13:00:00,1,"2012-11"
"0h 16m 31s","11/14/2012 13:43","11/14/2012 14:00","19th St & Pennsylvania Ave NW","17th & K St NW [formerly 17th & L St NW]","W00496","Subscriber",2012-11-14 13:00:00,1,"2012-11"
